printing_id,printing_code,set_code,card_id,card_name,rarity,variant_name
20968,MP15-EN173,MP15,70422863,Hexatellarknight,Common,
20969,MP15-EN174,MP15,6417578,El Shaddoll Fusion,Super Rare,
20970,MP15-EN175,MP15,43912676,Celestia,Common,
20971,MP15-EN176,MP15,79306385,Oracle of the Herald,Common,
20972,MP15-EN177,MP15,5795980,Strike of the Monarchs,Common,
20973,MP15-EN178,MP15,78184733,Command Performance,Common,
20974,MP15-EN179,MP15,5672432,Performapal Revival,Common,
20975,MP15-EN180,MP15,31077447,Punch-in-the-Box,Common,
20976,MP15-EN181,MP15,77462146,The Phantom Knights of Shadow Veil,Common,
20977,MP15-EN182,MP15,4450854,Qlimate Change,Common,
20978,MP15-EN183,MP15,30845999,Qlipper Launch,Common,
20979,MP15-EN184,MP15,67249508,Yang Zing Brutality,Common,
20980,MP15-EN185,MP15,66127916,Fusion Reserve,Ultra Rare,
20981,MP15-EN186,MP15,92512625,Solemn Scolding,Secret Rare,
20982,MP15-EN187,MP15,601193,"Virgil, Rock Star of the Burning Abyss",Secret Rare,
20983,MP15-EN188,MP15,21521304,Number 39: Utopia Beyond,Super Rare,
20984,MP15-EN189,MP15,67926903,CXyz Barian Hope,Super Rare,
20985,MP15-EN190,MP15,51543904,Number 99: Utopic Dragon,Secret Rare,
20986,MP15-EN191,MP15,33823832,Performapal Fire Mufflerlion,Common,
20987,MP15-EN192,MP15,69211541,Performapal Partnaga,Common,
20988,MP15-EN193,MP15,96606246,Performapal Friendonkey,Common,
20989,MP15-EN194,MP15,22091345,Performapal Spikeagle,Common,
20990,MP15-EN195,MP15,65195959,Performapal Stamp Turtle,Common,
20991,MP15-EN196,MP15,91584698,Performapal Trump Witch,Rare,
20992,MP15-EN197,MP15,27978707,Superheavy Samurai Flutist,Super Rare,
20993,MP15-EN198,MP15,64373401,Superheavy Samurai Trumpeter,Super Rare,
20994,MP15-EN199,MP15,90361010,Superheavy Samurai Soulpiercer,Common,
20995,MP15-EN200,MP15,27756115,Superheavy Samurai Soulbeads,Common,
20996,MP15-EN201,MP15,53251824,Raidraptor - Vanishing Lanius,Common,
20997,MP15-EN202,MP15,99645428,Gem-Knight Lapis,Common,
20998,MP15-EN203,MP15,26034577,Infernoid Antra,Super Rare,
20999,MP15-EN204,MP15,52038272,Infernoid Harmadik,Ultra Rare,
21000,MP15-EN205,MP15,89423971,Infernoid Patrulea,Rare,
21001,MP15-EN206,MP15,25811989,Infernoid Piaty,Common,
21002,MP15-EN207,MP15,51316684,Infernoid Seitsemas,Common,
21003,MP15-EN208,MP15,88301393,Infernoid Attondel,Common,
21004,MP15-EN209,MP15,14799437,Infernoid Onuncu,Secret Rare,
21005,MP15-EN210,MP15,13073850,Qliphort Stealth,Ultra Rare,
21006,MP15-EN211,MP15,40061558,Apoqliphort Skybase,Ultra Rare,
21007,MP15-EN212,MP15,86466163,Satellarknight Capella,Common,
21008,MP15-EN213,MP15,52738610,Dance Princess of the Nekroz,Rare,
21009,MP15-EN214,MP15,51916032,Jinzo - Jector,Super Rare,
21010,MP15-EN215,MP15,87288189,Caius the Mega Monarch,Ultra Rare,
21011,MP15-EN216,MP15,40672993,Lightning Rod Lord,Super Rare,
21012,MP15-EN217,MP15,49959355,Uni-Zombie,Common,
21013,MP15-EN218,MP15,75944053,Deskbot 003,Common,
21014,MP15-EN219,MP15,74122412,Nekroz of Gungnir,Secret Rare,
21015,MP15-EN220,MP15,1516510,Rune-Eyes Pendulum Dragon,Ultra Rare,
21016,MP15-EN221,MP15,74009824,El Shaddoll Wendigo,Super Rare,
21017,MP15-EN222,MP15,36898537,Metaphys Horus,Ultra Rare,
21018,MP15-EN223,MP15,73887236,Raidraptor - Rise Falcon,Common,
21019,MP15-EN224,MP15,9272381,Stellarknight Constellar Diamond,Ultra Rare,
21020,MP15-EN225,MP15,36776089,Sky Cavalry Centaurea,Ultra Rare,
21021,MP15-EN226,MP15,62161698,Illusion Balloons,Common,
21022,MP15-EN227,MP15,8559793,Raidraptor - Nest,Rare,
21023,MP15-EN228,MP15,8437145,Void Seer,Super Rare,
21024,MP15-EN229,MP15,34822850,Void Expansion,Rare,
21025,MP15-EN230,MP15,60226558,Nephe Shaddoll Fusion,Secret Rare,
21026,MP15-EN231,MP15,97211663,Nekroz Cycle,Rare,
21027,MP15-EN232,MP15,33609262,Tenacity of the Monarchs,Rare,
21028,MP15-EN233,MP15,96598015,Pot of Riches,Secret Rare,
21029,MP15-EN234,MP15,23587624,A Wild Monster Appears!,Secret Rare,
21030,MP15-EN235,MP15,69982329,Pendulum Shift,Common,
21031,MP15-EN236,MP15,22765132,Performapal Call,Common,
21032,MP15-EN237,MP15,58169731,Wall of Disruption,Common,
21033,MP15-EN238,MP15,95254840,Last Minute Cancel,Common,
21034,MP15-EN239,MP15,21648584,Raidraptor - Readiness,Common,
21035,MP15-EN240,MP15,57047293,Eye of the Void,Ultra Rare,
21036,MP15-EN241,MP15,94432298,Void Launch,Super Rare,
21037,MP15-EN242,MP15,20426907,Re-qliate,Common,
21038,MP15-EN243,MP15,15582767,Echo Oscillation,Common,
21039,MP15-EN244,MP15,1826676,Toy Knight,Common,
21040,MP15-EN245,MP15,64605089,Swordsman of Revealing Light,Ultra Rare,
21041,MP15-EN246,MP15,37198732,Level Lifter,Common,
21042,MP15-EN247,MP15,36376145,Soul Strike,Common,
21043,MP16-EN001,MP16,74852097,Phantom Gryphon,Common,
21044,MP16-EN002,MP16,340002,Performapal Elephammer,Rare,
21045,MP16-EN003,MP16,37745740,Performapal Bowhopper,Common,
21046,MP16-EN004,MP16,73130445,Performapal Lizardraw,Common,
21047,MP16-EN005,MP16,128454,Performapal Springoose,Common,
21048,MP16-EN006,MP16,36523152,Superheavy Samurai Big Waraji,Common,
21049,MP16-EN007,MP16,62017867,Superheavy Samurai Gigagloves,Common,
21050,MP16-EN008,MP16,35800511,Superheavy Samurai Soulbuster Gauntlet,Common,
21051,MP16-EN009,MP16,62895219,Soprano the Melodious Songstress,Common,
21052,MP16-EN010,MP16,98280324,Fluffal Sheep,Common,
21053,MP16-EN011,MP16,34688023,Edge Imp Saw,Common,
21054,MP16-EN012,MP16,61173621,Edge Imp Chain,Common,
21055,MP16-EN013,MP16,34566435,Edge Imp Frightfuloid,Common,
21056,MP16-EN014,MP16,60950180,Raidraptor - Sharp Lanius,Common,
21057,MP16-EN015,MP16,96345188,Raidraptor - Mimicry Lanius,Common,
21058,MP16-EN016,MP16,95833645,Magma Dragon,Common,
21059,MP16-EN017,MP16,22227683,Deskbot 004,Common,
21060,MP16-EN018,MP16,58616392,Doomdog Octhros,Common,
21061,MP16-EN019,MP16,85101097,Putrid Pudding Body Buddies,Common,
21062,MP16-EN020,MP16,84988419,Bloom Diva the Melodious Choir,Ultra Rare,
21063,MP16-EN021,MP16,83866861,Frightfur Chimera,Rare,
21064,MP16-EN022,MP16,82044280,Clear Wing Synchro Dragon,Secret Rare,
21065,MP16-EN023,MP16,71705144,Performapal Recasting,Common,
21066,MP16-EN024,MP16,17194258,Fusion Conscription,Rare,
21067,MP16-EN025,MP16,43698897,Frightfur Factory,Common,
21068,MP16-EN026,MP16,6077601,Frightfur Fusion,Rare,
21069,MP16-EN027,MP16,5133471,Galaxy Cyclone,Secret Rare,
21070,MP16-EN028,MP16,31531170,Harmonic Oscillation,Common,
21071,MP16-EN029,MP16,74926274,Pendulum Rising,Common,
21072,MP16-EN030,MP16,36415522,Performapal Pinch Helper,Common,
21073,MP16-EN031,MP16,9298235,Fluffal Crane,Common,
21074,MP16-EN032,MP16,36693940,Designer Frightfur,Common,
21075,MP16-EN033,MP16,98954106,Jar of Avarice,Secret Rare,
21076,MP16-EN034,MP16,24348804,Lose 1 Turn,Ultra Rare,
21077,MP16-EN035,MP16,60743819,Fiend Griefing,Common,
21078,MP16-EN036,MP16,97232518,Abyss Stungray,Common,
21079,MP16-EN037,MP16,23626223,Statue of Anguish Pattern,Common,
21080,MP16-EN038,MP16,96015976,Diceversity,Common,
21081,MP16-EN039,MP16,19508728,Moon Mirror Shield,Rare,
21082,MP16-EN040,MP16,981540,Half Unbreak,Common,
21083,MP16-EN041,MP16,48800175,The Melody of Awakening Dragon,Super Rare,
21084,MP16-EN042,MP16,58199906,Cybernetic Fusion Support,Common,
21085,MP16-EN043,MP16,86532744,Number S39: Utopia Prime,Super Rare,
21086,MP16-EN044,MP16,39030163,Galaxy-Eyes Full Armor Photon Dragon,Super Rare,
21087,MP16-EN045,MP16,70458081,Performapal Thunderhino,Common,
21088,MP16-EN046,MP16,98154550,Primitive Butterfly,Common,
21089,MP16-EN047,MP16,18108166,Mystery Shell Dragon,Common,
21090,MP16-EN048,MP16,45103815,Risebell the Summoner,Common,
21091,MP16-EN049,MP16,71692913,Xiangke Magician,Super Rare,
21092,MP16-EN050,MP16,17086528,Xiangsheng Magician,Super Rare,
21093,MP16-EN051,MP16,44481227,Performapal Camelump,Common,
21094,MP16-EN052,MP16,70479321,Performapal Drummerilla,Common,
21095,MP16-EN053,MP16,7864030,Superheavy Samurai Blowtorch,Common,
21096,MP16-EN054,MP16,43268675,Opera the Melodious Diva,Common,
21097,MP16-EN055,MP16,79757784,Tamtam the Melodious Diva,Common,
21098,MP16-EN056,MP16,6142488,Fluffal Mouse,Super Rare,
21099,MP16-EN057,MP16,32146097,D/D Pandora,Common,
21100,MP16-EN058,MP16,5929801,Raidraptor - Fuzzy Lanius,Common,
21101,MP16-EN059,MP16,31314549,Raidraptor - Singing Lanius,Common,
21102,MP16-EN060,MP16,4807253,Performage Flame Eater,Common,
21103,MP16-EN061,MP16,31292357,Performage Hat Tricker,Common,
21104,MP16-EN062,MP16,67696066,Performage Trick Clown,Common,
21105,MP16-EN063,MP16,4081665,Performage Stilts Launcher,Common,
21106,MP16-EN064,MP16,66752837,Keeper of the Shrine,Common,
21107,MP16-EN065,MP16,24131534,Igknight Squire,Common,
21108,MP16-EN066,MP16,97024987,Igknight Templar,Ultra Rare,
21109,MP16-EN067,MP16,24019092,Igknight Paladin,Common,
21110,MP16-EN068,MP16,50407691,Igknight Margrave,Common,
21111,MP16-EN069,MP16,96802306,Igknight Gallant,Common,
21112,MP16-EN070,MP16,22174866,Aromage Cananga,Common,
21113,MP16-EN071,MP16,21452275,Aroma Jar,Common,
21114,MP16-EN072,MP16,84845628,Bird of Paradise Lost,Common,
21115,MP16-EN073,MP16,10239627,Magical Abductor,Rare,
21116,MP16-EN074,MP16,83629030,Toon Cyber Dragon,Rare,
21117,MP16-EN075,MP16,10117149,Deskbot 005,Common,
21118,MP16-EN076,MP16,46502744,"Retaliating ""C""",Common,
21119,MP16-EN077,MP16,82956492,D/D/D Oracle King d'Arc,Rare,
21120,MP16-EN078,MP16,45627618,Odd-Eyes Rebellion Dragon,Secret Rare,
21121,MP16-EN079,MP16,71612253,D/D/D Marksman King Tell,Rare,
21122,MP16-EN080,MP16,17016362,Performage Trapeze Magician,Rare,
21123,MP16-EN081,MP16,70899775,Pianissimo,Common,
21124,MP16-EN082,MP16,7394770,Brilliant Fusion,Super Rare,
21125,MP16-EN083,MP16,43383478,Rank-Up-Magic Raptor's Force,Common,
21126,MP16-EN084,MP16,79777187,Bubble Barrier,Common,
21127,MP16-EN085,MP16,79555535,Ignition Phoenix,Common,
21128,MP16-EN086,MP16,5050644,Aroma Garden,Common,
21129,MP16-EN087,MP16,68833958,Back-Up Rider,Common,
21130,MP16-EN088,MP16,3105404,Brilliant Spark,Common,
21131,MP16-EN089,MP16,30500113,Raidraptor - Return,Common,
21132,MP16-EN090,MP16,66994718,Raptor's Gust,Common,
21133,MP16-EN091,MP16,93983867,Trick Box,Common,
21134,MP16-EN092,MP16,92266279,Humid Winds,Common,
21135,MP16-EN093,MP16,31044787,Ferret Flames,Common,
21136,MP16-EN094,MP16,67443336,Balance of Judgment,Common,
21137,MP16-EN095,MP16,94937430,Extra Buck,Rare,
21138,MP16-EN096,MP16,30922149,Side Effects?,Common,
21139,MP16-EN097,MP16,95676943,Extinction on Schedule,Common,
21140,MP16-EN098,MP16,93332803,"Dogoran, the Mad Flame Kaiju",Rare,
21141,MP16-EN099,MP16,29726552,"Kumongous, the Sticky String Kaiju",Rare,
21142,MP16-EN100,MP16,56111151,Kyoutou Waterfront,Common,
21143,MP16-EN101,MP16,26270847,Performapal Silver Claw,Common,
21144,MP16-EN102,MP16,44364077,Performapal Salutiger,Common,
21145,MP16-EN103,MP16,55863245,Tatsunoko,Secret Rare,
21146,MP16-EN104,MP16,18252559,Secret Blast,Common,
21147,MP16-EN105,MP16,15978426,Performapal Secondonkey,Rare,
21148,MP16-EN106,MP16,52963531,Performapal Splashmammoth,Rare,
21149,MP16-EN107,MP16,88358139,Performapal Helpprincess,Rare,
21150,MP16-EN108,MP16,14756848,Superheavy Samurai Thief,Common,
21151,MP16-EN109,MP16,41141943,Superheavy Samurai Transporter,Common,
21152,MP16-EN110,MP16,87535691,Superheavy Samurai Drum,Common,
21153,MP16-EN111,MP16,14624296,Superheavy Samurai Soulhorns,Common,
21154,MP16-EN112,MP16,40028305,Superheavy Samurai Soulclaw,Common,
21155,MP16-EN113,MP16,19808608,D/D Berfomet,Rare,
21156,MP16-EN114,MP16,45206713,D/D Swirl Slime,Common,
21157,MP16-EN115,MP16,72291412,D/D Necro Slime,Common,
21158,MP16-EN116,MP16,8785161,Raidraptor - Wild Vulture,Common,
21159,MP16-EN117,MP16,45184165,Raidraptor - Skull Eagle,Common,
21160,MP16-EN118,MP16,71578874,Performage Mirror Conductor,Common,
21161,MP16-EN119,MP16,70456282,Assault Blackwing - Kunai the Drizzle,Rare,
21162,MP16-EN120,MP16,7841921,Charging Gaia the Fierce Knight,Ultra Rare,
21163,MP16-EN121,MP16,33245030,Sphere Kuriboh,Rare,
21164,MP16-EN122,MP16,79234734,Super Soldier Soul,Common,
21165,MP16-EN123,MP16,6628343,Beginning Knight,Super Rare,
21166,MP16-EN124,MP16,32013448,Evening Twilight Knight,Super Rare,
21167,MP16-EN125,MP16,5506791,Majespecter Cat - Nekomata,Super Rare,
21168,MP16-EN126,MP16,31991800,Majespecter Raccoon - Bunbuku,Ultra Rare,
21169,MP16-EN127,MP16,68395509,Majespecter Crow - Yata,Common,
21170,MP16-EN128,MP16,94784213,Majespecter Fox - Kyubi,Common,
21171,MP16-EN129,MP16,31178212,Majespecter Unicorn - Kirin,Rare,
21172,MP16-EN130,MP16,67273917,Igknight Cavalier,Common,
21173,MP16-EN131,MP16,93662626,Igknight Veteran,Common,
21174,MP16-EN132,MP16,28112535,Toon Barrel Dragon,Rare,
21175,MP16-EN133,MP16,55106249,Deskbot 006,Common,
21176,MP16-EN134,MP16,91501248,Pot of The Forbidden,Common,
21177,MP16-EN135,MP16,27995943,Dr. Frankenderp,Common,
21178,MP16-EN136,MP16,54484652,Black Luster Soldier - Super Soldier,Ultra Rare,
21179,MP16-EN137,MP16,80889750,Frightfur Sabre-Tooth,Ultra Rare,
21180,MP16-EN138,MP16,27873305,D/D/D Wave Oblivion King Caesar Ragnarok,Super Rare,
21181,MP16-EN139,MP16,53262004,Odd-Eyes Vortex Dragon,Secret Rare,
21182,MP16-EN140,MP16,80666118,Scarlight Red Dragon Archfiend,Secret Rare,
21183,MP16-EN141,MP16,16051717,Assault Blackwing - Raikiri the Rain Shower,Ultra Rare,
21184,MP16-EN142,MP16,89544521,Deskbot Jet,Common,
21185,MP16-EN143,MP16,15939229,D/D/D Duo-Dawn King Kali Yuga,Super Rare,
21186,MP16-EN144,MP16,14816688,Shuffle Reborn,Common,
21187,MP16-EN145,MP16,87609391,Raptor's Ultimate Mace,Common,
21188,MP16-EN146,MP16,14094090,Super Soldier Ritual,Rare,
21189,MP16-EN147,MP16,13972452,Majespecter Storm,Common,
21190,MP16-EN148,MP16,76751255,Igknight Reload,Ultra Rare,
21191,MP16-EN149,MP16,48144509,Odd-Eyes Fusion,Secret Rare,
21192,MP16-EN150,MP16,75539614,Psychic Blade,Common,
21193,MP16-EN151,MP16,1033312,Painful Decision,Secret Rare,
21194,MP16-EN152,MP16,48422921,Super Rush Headlong,Common,
21195,MP16-EN153,MP16,74416026,Frightfur March,Common,
21196,MP16-EN154,MP16,811734,D/D/D Contract Change,Common,
21197,MP16-EN155,MP16,37209439,Dark Contract with Errors,Common,
21198,MP16-EN156,MP16,73694478,Super Soldier Rebirth,Common,
21199,MP16-EN157,MP16,799183,Super Soldier Shield,Ultra Rare,
21200,MP16-EN158,MP16,36183881,Majespecter Tornado,Ultra Rare,
21201,MP16-EN159,MP16,2572890,Majespecter Tempest,Common,
21202,MP16-EN160,MP16,1637760,Grand Horn of Heaven,Common,
21203,MP16-EN161,MP16,33622465,First-Aid Squad,Common,
21204,MP16-EN162,MP16,20513882,Painful Escape,Secret Rare,
21205,MP16-EN163,MP16,28674152,"Radian, the Multidimensional Kaiju",Rare,
21206,MP16-EN164,MP16,55063751,"Gameciel, the Sea Turtle Kaiju",Rare,
21207,MP16-EN165,MP16,81057455,Kaiju Capture Mission,Common,
21208,MP16-EN166,MP16,74605254,D/D Savant Galilei,Common,
21209,MP16-EN167,MP16,11609969,D/D Savant Kepler,Common,
21210,MP16-EN168,MP16,46372010,Dark Contract with the Gate,Common,
21211,MP16-EN169,MP16,73360025,Dark Contract with the Swamp King,Common,
21212,MP16-EN170,MP16,9765723,Dark Contract with the Witch,Common,
21213,MP16-EN171,MP16,46259438,Contract Laundering,Common,
21214,MP16-EN172,MP16,72648577,D/D/D Human Resources,Common,
21215,MP16-EN173,MP16,92536468,D/D/D Rebel King Leonidas,Super Rare,
21216,MP16-EN174,MP16,80335817,Timebreaker Magician,Rare,
21217,MP16-EN175,MP16,53724621,Performapal Guitartle,Rare,
21218,MP16-EN176,MP16,89113320,Performapal Bit Bite Turtle,Common,
21219,MP16-EN177,MP16,16617334,Performapal Rain Goat,Common,
21220,MP16-EN178,MP16,42002073,Performapal Trump Girl,Common,
21221,MP16-EN179,MP16,89091772,Superheavy Samurai Magnet,Common,
21222,MP16-EN180,MP16,15495787,Superheavy Samurai Prepped Defense,Common,
21223,MP16-EN181,MP16,42880485,Superheavy Samurai General Jade,Common,
21224,MP16-EN182,MP16,78274190,Superheavy Samurai General Coral,Common,
21225,MP16-EN183,MP16,14763299,Solo the Melodious Songstress,Common,
21226,MP16-EN184,MP16,41767843,Score the Melodious Diva,Common,
21227,MP16-EN185,MP16,77152542,Blackwing - Harmattan the Dust,Common,
21228,MP16-EN186,MP16,14541657,Twilight Ninja Shingetsu,Common,
21229,MP16-EN187,MP16,40945356,"Twilight Ninja Nichirin, the Chunin",Common,
21230,MP16-EN188,MP16,76930964,"Twilight Ninja Getsuga, the Shogun",Rare,
21231,MP16-EN189,MP16,3428069,"Buster Blader, the Destruction Swordmaster",Ultra Rare,
21232,MP16-EN190,MP16,76218313,Dragon Buster Destruction Sword,Common,
21233,MP16-EN191,MP16,2602411,Wizard Buster Destruction Sword,Common,
21234,MP16-EN192,MP16,38601126,Robot Buster Destruction Sword,Common,
21235,MP16-EN193,MP16,1580833,Dinomist Stegosaur,Common,
21236,MP16-EN194,MP16,38988538,Dinomist Plesios,Common,
21237,MP16-EN195,MP16,64973287,Dinomist Pteran,Rare,
21238,MP16-EN196,MP16,368382,Dinomist Brachion,Common,
21239,MP16-EN197,MP16,37752990,Dinomist Ceratops,Common,
21240,MP16-EN198,MP16,63251695,Dinomist Rex,Super Rare,
21241,MP16-EN199,MP16,36630403,Shiranui Spectralsword,Ultra Rare,
21242,MP16-EN200,MP16,62038047,Shiranui Smith,Common,
21243,MP16-EN201,MP16,99423156,Shiranui Spiritmaster,Rare,
21244,MP16-EN202,MP16,35818851,Shiranui Samurai,Common,
21245,MP16-EN203,MP16,62312469,Dark Doriado,Common,
21246,MP16-EN204,MP16,25795273,Al-Lumi'raj,Common,
21247,MP16-EN205,MP16,61190918,Toon Buster Blader,Rare,
21248,MP16-EN206,MP16,97588916,Deskbot 007,Common,
21249,MP16-EN207,MP16,24573625,Deskbot 008,Common,
21250,MP16-EN208,MP16,50078320,Engraver of the Mark,Common,
21251,MP16-EN209,MP16,97466438,Zany Zebra,Common,
21252,MP16-EN210,MP16,86240887,"Buster Blader, the Dragon Destroyer Swordsman",Secret Rare,
21253,MP16-EN211,MP16,57288064,Shiranui Samuraisaga,Common,
21254,MP16-EN212,MP16,83283063,Shiranui Shogunsaga,Ultra Rare,
21255,MP16-EN213,MP16,10678778,Aegaion the Sea Castrum,Common,
21256,MP16-EN214,MP16,46066477,Performance Hurricane,Common,
21257,MP16-EN215,MP16,41940225,Destruction Swordsman Fusion,Common,
21258,MP16-EN216,MP16,78348934,Karma of the Destruction Swordsman,Common,
21259,MP16-EN217,MP16,41128647,Dinomic Powerload,Common,
21260,MP16-EN218,MP16,77116346,Dinomist Charge,Common,
21261,MP16-EN219,MP16,13611090,Majespecter Sonics,Common,
21262,MP16-EN220,MP16,40005099,Shiranui Style Synthesis,Common,
21263,MP16-EN221,MP16,43898403,Twin Twisters,Super Rare,
21264,MP16-EN222,MP16,89883517,Mistaken Accusation,Common,
21265,MP16-EN223,MP16,16278116,Dragon's Bind,Common,
21266,MP16-EN224,MP16,42776855,Follow Wing,Common,
21267,MP16-EN225,MP16,78161960,Reject Reborn,Rare,
21268,MP16-EN226,MP16,15155568,Destruction Sword Flash,Common,
21269,MP16-EN227,MP16,41554273,Dinomist Rush,Common,
21270,MP16-EN228,MP16,4333086,Shiranui Style Swallow's Slash,Common,
21271,MP16-EN229,MP16,77826734,Pendulum Reborn,Rare,
21272,MP16-EN230,MP16,3211439,Forbidden Apocrypha,Common,
21273,MP16-EN231,MP16,40605147,Solemn Strike,Secret Rare,
21274,MP16-EN232,MP16,76004142,Bad Luck Blast,Common,
21275,MP16-EN233,MP16,38891741,Ultimate Providence,Secret Rare,
21276,MP16-EN234,MP16,36956512,"Gadarla, the Mystery Dust Kaiju",Rare,
21277,MP16-EN235,MP16,63941210,"Jizukiru, the Star Destroying Kaiju",Rare,
21278,MP16-EN236,MP16,21565445,"Neptabyss, the Atlantean Prince",Ultra Rare,
21279,MP16-EN237,MP16,10443957,Cyber Dragon Infinity,Secret Rare,
21280,MP16-EN238,MP16,29904964,Arisen Gaia the Fierce Knight,Rare,
21281,MP16-EN239,MP16,6511113,Traptrix Rafflesia,Secret Rare,
21282,MP17-EN001,MP17,87979586,Angel Trumpeter,Common,
21283,MP17-EN002,MP17,23377694,Performapal Sellshell Crab,Common,
21284,MP17-EN003,MP17,12255007,Performapal Fireflux,Common,
21285,MP17-EN004,MP17,59640711,Speedroid Den-Den Daiko Duke,Rare,
21286,MP17-EN005,MP17,85034450,Speedroid Pachingo-Kart,Rare,
21287,MP17-EN006,MP17,10194329,Raidraptor - Avenge Vulture,Common,
21288,MP17-EN007,MP17,46589034,Raidraptor - Pain Lanius,Common,
21289,MP17-EN008,MP17,73977033,Raidraptor - Booster Strix,Common,
21290,MP17-EN009,MP17,19462747,Blackwing - Decay the Ill Wind,Common,
21291,MP17-EN010,MP17,45467446,Dragon Spirit of White,Ultra Rare,
21292,MP17-EN011,MP17,72855441,Protector with Eyes of Blue,Common,
21293,MP17-EN012,MP17,45644898,Master with Eyes of Blue,Common,
21294,MP17-EN013,MP17,71039903,The White Stone of Ancients,Ultra Rare,
21295,MP17-EN014,MP17,7127502,"Lector Pendulum, the Dracoverlord",Ultra Rare,
21296,MP17-EN015,MP17,5067884,Dinomist Spinos,Common,
21297,MP17-EN016,MP17,32465539,Digital Bug Cocoondenser,Common,
21298,MP17-EN017,MP17,68950538,Digital Bug Centibit,Common,
21299,MP17-EN018,MP17,94344242,Digital Bug Websolder,Common,
21300,MP17-EN019,MP17,63737050,Ryu Okami,Common,
21301,MP17-EN020,MP17,90122655,Tenmataitei,Rare,
21302,MP17-EN021,MP17,26517393,Spirit of the Fall Wind,Rare,
21303,MP17-EN022,MP17,62015408,Ghost Reaper & Winter Cherries,Secret Rare,
21304,MP17-EN023,MP17,99000107,Gendo the Ascetic Monk,Common,
21305,MP17-EN024,MP17,25494711,Deskbot 009,Common,
21306,MP17-EN025,MP17,62893810,Dicelops,Common,
21307,MP17-EN026,MP17,86943389,Hi-Speedroid Puzzle,Rare,
21308,MP17-EN027,MP17,12615446,Digital Bug Scaradiator,Common,
21309,MP17-EN028,MP17,58600555,Digital Bug Corebage,Common,
21310,MP17-EN029,MP17,58988903,Rank-Up-Magic Skip Force,Rare,
21311,MP17-EN030,MP17,24382602,Mausoleum of White,Rare,
21312,MP17-EN031,MP17,50371210,Beacon of White,Common,
21313,MP17-EN032,MP17,87765315,Forge of the True Dracos,Common,
21314,MP17-EN033,MP17,86643777,Bug Matrix,Common,
21315,MP17-EN034,MP17,13048472,Pre-Preparation of Rites,Super Rare,
21316,MP17-EN035,MP17,59432181,Fusion Tag,Rare,
21317,MP17-EN036,MP17,12215894,Deskbot Base,Common,
21318,MP17-EN037,MP17,48310593,Finite Cards,Common,
21319,MP17-EN038,MP17,85704698,Re-dyce-cle,Common,
21320,MP17-EN039,MP17,74582050,Dinomist Eruption,Common,
21321,MP17-EN040,MP17,10971759,Bug Emergency,Common,
21322,MP17-EN041,MP17,47475363,Drowning Mirror Force,Secret Rare,
21323,MP17-EN042,MP17,73860462,Wonder Xyz,Common,
21324,MP17-EN043,MP17,19254117,Rise to Full Height,Common,
21325,MP17-EN044,MP17,46253216,Bad Aim,Common,
21326,MP17-EN045,MP17,9032529,Graceful Tear,Common,
21327,MP17-EN046,MP17,48770333,"Thunder King, the Lightningstrike Kaiju",Rare,
21328,MP17-EN047,MP17,84769941,Super Anti-Kaiju War Machine Mecha-Dogoran,Rare,
21329,MP17-EN048,MP17,11163040,The Kaiju Files,Common,
21330,MP17-EN049,MP17,17530001,Cuben,Common,
21331,MP17-EN050,MP17,44928016,World Carrotweight Champion,Common,
21332,MP17-EN051,MP17,67310848,Dwarf Star Dragon Planeter,Common,
21333,MP17-EN052,MP17,92693205,Geargianchor,Common,
21334,MP17-EN053,MP17,29087919,Geargia Change,Common,
21335,MP17-EN054,MP17,26268488,Stardust Sifr Divine Dragon,Ultra Rare,
21336,MP17-EN055,MP17,36734924,Priestess with Eyes of Blue,Super Rare,
21337,MP17-EN056,MP17,2129638,Blue-Eyes Twin Burst Dragon,Secret Rare,
21338,MP17-EN057,MP17,43930492,Magical Something,Rare,
21339,MP17-EN058,MP17,72708264,Performapal Bot-Eyes Lizard,Common,
21340,MP17-EN059,MP17,9106362,Performapal Gongato,Common,
21341,MP17-EN060,MP17,45591967,Performapal Extra Slinger,Common,
21342,MP17-EN061,MP17,71985676,Performapal Inflater Tapir,Common,
21343,MP17-EN062,MP17,34379489,Performapal Bubblebowwow,Common,
21344,MP17-EN063,MP17,71863024,Performapal Radish Horse,Common,
21345,MP17-EN064,MP17,7268133,Performapal Life Swordsman,Common,
21346,MP17-EN065,MP17,41546,D/D Savant Thomas,Rare,
21347,MP17-EN066,MP17,46035545,D/D Savant Nikola,Common,
21348,MP17-EN067,MP17,73534250,Blackwing - Tornado the Reverse Wind,Common,
21349,MP17-EN068,MP17,9929398,Blackwing - Gofu the Vague Shadow,Common,
21350,MP17-EN069,MP17,45313993,Red Warg,Common,
21351,MP17-EN070,MP17,72318602,Red Gardna,Common,
21352,MP17-EN071,MP17,8706701,Red Mirror,Common,
21353,MP17-EN072,MP17,35191415,Magician of Dark Illusion,Super Rare,
21354,MP17-EN073,MP17,71696014,Magician's Robe,Common,
21355,MP17-EN074,MP17,7084129,Magician's Rod,Super Rare,
21356,MP17-EN075,MP17,34079868,"Master Peace, the True Dracoslayer",Ultra Rare,
21357,MP17-EN076,MP17,60473572,Metalfoes Steelen,Common,
21358,MP17-EN077,MP17,7868571,Metalfoes Silverd,Common,
